Tenure in Months,is_month_to_month,is_new_customer,has_fiber,has_premium_support,Monthly Charge,Total Long Distance Charges,charge_per_service,Number of Referrals,has_referred,is_offer_E,Age,has_family,is_senior,Avg Monthly GB Download
3,1,1,0,0,19.75,73.89,19.75,0,0,1,41,0,0,0
5,1,1,1,0,80.85,239.54999999999998,40.425,8,1,0,20,1,0,73
32,1,0,0,0,62.45,1064.96,12.49,9,1,0,29,1,0,51
68,0,0,0,0,20.0,712.64,20.0,0,0,0,66,0,1,0
23,0,0,0,0,20.45,1061.91,20.45,0,0,0,56,0,0,0
46,0,0,0,1,70.6,2058.5,11.766666666666666,6,1,0,45,0,0,27
24,1,0,0,0,51.15,815.28,25.575,0,0,0,60,0,0,22
27,0,0,1,0,80.65,424.17,26.883333333333336,1,1,0,47,1,0,53
50,0,0,1,0,108.25,2079.0,13.53125,3,1,0,34,1,0,19
67,0,0,0,1,88.8,2500.44,9.866666666666667,0,0,0,19,0,0,59
16,1,0,1,0,79.95,797.6,26.650000000000002,1,1,0,30,1,0,69
3,1,1,0,0,41.15,0.0,10.2875,0,0,1,67,0,1,28
14,0,0,0,1,39.7,0.0,9.925,0,0,0,75,0,1,24
70,0,0,1,1,106.15,256.9,15.164285714285715,7,1,0,37,1,0,28
72,0,0,1,1,116.95,1286.64,12.994444444444445,9,1,0,45,0,0,3
71,0,0,1,1,104.15,274.06,14.87857142857143,1,1,0,27,0,0,85
52,1,0,0,0,49.15,0.0,9.83,0,0,0,76,0,1,18
43,1,0,1,0,80.45,1798.6899999999998,26.816666666666666,7,1,0,41,0,0,15
4,1,1,1,1,87.1,129.84,21.775,0,0,0,33,0,0,3
58,0,0,0,0,25.15,1711.0,12.575,1,1,0,56,1,0,0
22,1,0,1,0,100.75,790.46,16.791666666666668,0,0,0,51,0,0,17
2,1,1,1,0,70.35,26.34,70.35,0,0,1,74,0,1,10
70,0,0,1,1,114.95,1024.1000000000001,12.772222222222222,0,0,0,51,0,0,30
45,0,0,0,0,53.3,1947.15,17.766666666666666,10,1,0,37,0,0,4
2,1,1,1,0,94.2,85.78,18.84,0,0,0,34,0,0,13
69,0,0,0,0,20.2,1624.95,20.2,2,1,0,29,1,0,0
65,1,0,1,1,109.15,608.4,13.64375,0,0,0,60,0,0,4
38,1,0,0,1,68.15,805.22,11.358333333333334,0,0,0,61,0,0,24
4,1,1,0,1,58.5,140.8,14.625,9,1,0,28,1,0,52
19,1,0,0,0,24.7,225.33999999999997,12.35,0,0,0,62,0,0,0
1,1,1,0,0,55.0,32.74,27.5,0,0,0,47,0,0,26
6,1,1,0,0,59.15,120.66,14.7875,0,0,1,60,0,0,5
19,0,0,0,0,19.9,616.93,19.9,2,1,0,49,1,0,0
5,1,1,1,0,85.2,172.45000000000002,21.3,0,0,1,26,0,0,46
22,1,0,1,0,80.0,992.2,40.0,1,1,0,20,0,0,41
43,1,0,0,0,55.55,0.0,11.11,1,1,0,70,0,1,21
72,0,0,0,0,25.55,2651.04,12.775,4,1,0,53,1,0,0
21,1,0,1,0,73.7,599.34,24.566666666666666,0,0,0,28,0,0,42
52,1,0,1,1,102.7,2305.6800000000003,14.671428571428573,0,0,0,30,0,0,71
19,0,0,0,0,20.15,605.15,20.15,1,1,0,48,1,0,0
12,1,1,0,0,44.55,61.92,44.55,0,0,0,33,1,0,16
55,0,0,0,0,50.05,0.0,12.5125,0,0,0,71,0,1,23
19,0,0,0,0,19.8,249.47000000000003,19.8,1,1,0,33,1,0,0
13,0,0,0,0,20.0,55.379999999999995,20.0,7,1,0,54,1,0,0
24,1,0,0,1,81.0,1096.32,11.571428571428571,3,1,0,51,1,0,26
15,1,0,0,1,59.65,365.4,14.9125,6,1,0,22,1,0,59
1,1,1,0,0,20.1,40.83,20.1,0,0,1,63,0,0,0
47,1,0,1,0,83.35,824.38,16.669999999999998,1,1,0,26,0,0,59
32,1,0,1,0,106.35,253.44,17.724999999999998,3,1,0,77,0,1,3
53,0,0,1,0,105.55,684.76,15.078571428571427,0,0,0,33,0,0,19
16,1,0,1,0,93.2,652.16,18.64,0,0,0,40,0,0,7
24,1,0,1,0,101.25,695.52,16.875,0,0,0,65,0,1,30
51,0,0,1,0,90.35,469.71000000000004,18.07,0,0,0,53,0,0,30
63,1,0,1,1,108.75,1283.3100000000002,13.59375,10,1,0,49,0,0,26
4,1,1,0,0,25.25,14.76,12.625,0,0,1,64,0,0,0
70,0,0,0,0,19.8,819.7,19.8,7,1,0,41,0,0,0
1,1,1,1,0,70.0,19.15,70.0,1,1,1,41,0,0,18
1,0,1,1,0,74.3,17.84,37.15,7,1,0,76,0,1,20
53,0,0,0,1,53.6,0.0,8.933333333333334,0,0,0,34,0,0,25
67,0,0,0,0,19.8,316.24,19.8,0,0,0,31,0,0,0
51,0,0,0,0,19.85,1523.3700000000001,19.85,0,0,0,61,0,0,0
10,1,1,0,1,35.75,0.0,11.916666666666666,0,0,0,53,0,0,22
56,0,0,0,0,19.7,1841.2800000000002,19.7,0,0,0,42,0,0,0
1,1,1,0,0,19.6,5.36,19.6,0,0,1,24,0,0,0
36,1,0,1,0,94.7,766.8000000000001,18.94,0,0,0,55,1,0,18
72,0,0,0,1,85.15,2329.92,10.64375,5,1,0,19,0,0,52
12,0,1,1,0,95.7,588.0,19.14,0,0,0,57,0,0,23
45,0,0,0,1,81.0,1170.45,11.571428571428571,10,1,0,41,0,0,29
37,0,0,0,0,19.85,573.87,19.85,8,1,0,54,0,0,0
26,0,0,0,0,19.15,1139.8400000000001,19.15,9,1,0,45,1,0,0
17,1,0,1,0,69.0,764.49,69.0,1,1,0,58,0,0,11
7,1,1,1,0,90.45,251.36999999999998,22.6125,0,0,1,31,0,0,27
11,1,1,0,0,20.25,314.82,20.25,0,0,0,46,0,0,0
54,0,0,0,1,82.45,652.32,10.30625,0,0,0,70,0,1,5
67,0,0,0,0,26.1,2901.1,13.05,0,0,0,45,0,0,0
1,1,1,1,0,90.6,13.02,22.65,1,1,1,77,0,1,30
18,1,0,0,0,57.45,51.48,14.3625,1,1,0,53,0,0,22
8,0,1,1,0,74.05,17.44,37.025,0,0,0,72,0,1,13
70,0,0,0,0,20.05,3399.9,20.05,5,1,0,47,1,0,0
25,0,0,1,0,88.4,486.00000000000006,17.68,1,1,0,72,0,1,4
53,0,0,0,1,69.7,1679.5700000000002,13.940000000000001,3,1,0,61,1,0,16
8,1,1,0,0,19.7,177.2,19.7,0,0,1,28,0,0,0
59,0,0,0,0,54.15,2919.3199999999997,18.05,0,0,0,35,0,0,9
14,1,0,1,0,80.45,16.66,26.816666666666666,0,0,0,44,0,0,23
62,0,0,1,1,108.15,109.12,13.51875,2,1,0,42,1,0,20
17,1,0,0,0,100.45,479.06,20.09,1,1,0,74,0,1,16
13,1,0,1,0,85.95,379.73,21.4875,0,0,0,49,0,0,22
53,1,0,0,0,46.3,0.0,9.26,0,0,0,37,0,0,24
13,1,0,1,1,89.4,111.67,17.880000000000003,0,0,0,42,0,0,15
11,1,1,0,0,45.9,142.45,45.9,1,1,0,54,0,0,6
58,0,0,0,1,61.05,1528.8799999999999,15.2625,1,1,0,59,0,0,8
18,1,0,1,1,99.75,454.86,19.95,1,1,0,68,0,1,15
34,0,0,0,0,19.6,885.02,19.6,7,1,0,53,0,0,0
25,0,0,0,0,24.75,493.75,12.375,0,0,0,61,0,0,0
6,1,1,1,0,85.95,243.84,21.4875,0,0,0,28,0,0,51
21,1,0,1,0,103.9,25.41,14.842857142857143,1,1,0,57,0,0,16
1,1,1,0,0,44.45,23.34,44.45,0,0,0,45,0,0,16
4,1,1,0,0,50.4,121.76,25.2,0,0,0,60,0,0,10
27,1,0,0,0,54.75,977.1299999999999,18.25,5,1,0,54,1,0,53
23,1,0,1,0,90.15,509.91,18.03,2,1,0,33,0,0,15
44,0,0,0,0,20.05,2091.32,20.05,0,0,0,28,0,0,0
53,0,0,0,0,20.25,1508.38,20.25,0,0,0,28,0,0,0
21,1,0,1,0,75.3,68.46,37.65,0,0,0,25,0,0,51
27,1,0,1,1,89.2,1069.74,17.84,0,0,0,31,0,0,2
15,1,0,0,0,24.8,488.09999999999997,12.4,0,0,0,53,1,0,0
72,0,0,1,1,97.0,2792.88,16.166666666666668,1,1,0,27,0,0,42
18,1,0,1,0,94.7,566.8199999999999,18.94,1,1,0,53,0,0,20
50,0,0,0,0,19.85,1405.0,19.85,1,1,0,30,0,0,0
3,1,1,0,0,18.8,19.830000000000002,18.8,0,0,1,44,0,0,0
3,1,1,0,0,46.1,7.98,46.1,2,1,0,61,0,0,7
66,0,0,1,1,90.95,1787.94,18.19,0,0,0,20,1,0,51
5,1,1,0,0,55.8,206.45,18.599999999999998,0,0,0,24,0,0,51
13,0,0,1,0,96.85,346.84,19.369999999999997,0,0,0,74,0,1,24
69,0,0,1,1,105.4,1337.91,15.057142857142859,2,1,0,73,0,1,13
61,0,0,1,1,106.6,2515.0299999999997,15.228571428571428,0,0,0,39,0,0,28
13,1,0,1,0,80.0,437.96999999999997,26.666666666666668,0,0,0,59,0,0,15
65,0,0,0,1,74.2,1444.95,10.6,0,0,0,41,0,0,18
2,1,1,1,0,80.2,52.94,26.733333333333334,0,0,0,58,0,0,10
1,1,1,1,0,74.4,17.36,37.2,1,1,0,67,0,1,29
72,0,0,0,1,92.4,2696.4,10.266666666666667,8,1,0,20,0,0,48
41,1,0,1,0,98.4,1724.46,19.68,0,0,0,77,0,1,21
1,1,1,0,0,19.9,7.49,19.9,1,1,0,33,1,0,0
15,0,0,0,0,19.65,353.4,19.65,0,0,0,36,0,0,0
1,1,1,1,1,83.4,43.06,20.85,0,0,0,49,0,0,9
1,1,1,1,0,84.6,26.85,21.15,0,0,0,40,1,0,11
66,0,0,0,0,19.95,2504.04,19.95,0,0,0,63,1,0,0
66,0,0,0,0,19.35,1401.18,19.35,0,0,0,58,0,0,0
30,1,0,0,1,51.2,0.0,10.24,1,1,0,57,1,0,12
39,0,0,0,0,25.25,0.0,25.25,8,1,0,27,0,0,48
1,1,1,0,0,20.9,15.51,20.9,0,0,1,54,0,0,0
62,0,0,0,0,23.65,552.42,11.825,4,1,0,49,0,0,0
23,1,0,1,0,83.75,802.93,27.916666666666668,1,1,0,30,1,0,30
42,0,0,0,0,20.65,976.5,20.65,0,0,0,56,0,0,0
33,1,0,1,0,100.6,1455.3,20.119999999999997,6,1,0,79,0,1,22
45,1,0,1,1,108.45,268.65,13.55625,0,0,0,30,0,0,73
7,1,1,0,1,74.65,341.74,12.441666666666668,0,0,1,33,0,0,19
72,0,0,0,1,60.95,0.0,8.707142857142857,8,1,0,38,0,0,15
45,0,0,0,0,25.9,1012.05,12.95,4,1,0,48,0,0,0
51,0,0,0,1,83.85,351.39,10.48125,5,1,0,20,0,0,41
72,0,0,1,0,105.0,473.76,15.0,7,1,0,44,0,0,7
65,0,0,0,1,84.2,2702.05,10.525,8,1,0,51,0,0,16
52,0,0,0,0,80.85,366.08,11.549999999999999,1,1,0,72,1,1,22
1,1,1,0,0,20.05,11.1,20.05,0,0,0,30,0,0,0
26,1,0,1,0,79.3,977.6,26.433333333333334,5,1,0,50,0,0,10
69,0,0,1,0,99.5,262.89,16.583333333333332,10,1,0,50,0,0,4
1,1,1,1,0,69.6,34.51,69.6,0,0,1,72,0,1,15
24,0,0,0,0,19.55,255.36,19.55,0,0,0,51,0,0,0
57,0,0,0,0,20.65,96.33,20.65,0,0,0,60,0,0,0
27,1,0,1,0,81.45,1158.57,27.150000000000002,0,0,0,80,0,1,5
23,1,0,1,0,95.3,1108.83,19.06,0,0,0,53,0,0,23
51,1,0,1,0,81.0,2189.43,27.0,0,0,0,54,0,0,11
10,1,1,0,0,44.85,495.79999999999995,44.85,0,0,0,34,0,0,17
34,0,0,0,0,56.95,581.06,18.983333333333334,0,0,0,46,0,0,16
48,0,0,0,0,20.0,468.96,20.0,2,1,0,19,1,0,0
72,0,0,1,1,116.8,1152.72,12.977777777777778,2,1,0,25,1,0,59
30,0,0,0,0,74.85,1215.0,14.969999999999999,7,1,0,77,0,1,8
22,1,0,0,0,24.85,505.34,12.425,0,0,0,49,0,0,0
58,1,0,1,1,95.3,2061.8999999999996,19.06,0,0,0,20,0,0,73
28,1,0,1,0,94.5,994.5600000000001,15.75,0,0,0,52,0,0,26
12,1,1,0,0,19.45,217.44,19.45,0,0,0,38,0,0,0
4,1,1,1,0,78.9,167.72,39.45,9,1,0,35,1,0,53
33,1,0,1,1,110.45,568.92,13.80625,0,0,0,70,0,1,25
35,0,0,0,1,69.15,177.1,11.525,0,0,0,60,0,0,20
22,1,0,1,0,74.4,111.97999999999999,37.2,0,0,0,79,0,1,23
17,1,0,1,0,78.9,359.54999999999995,26.3,1,1,0,53,0,0,4
1,1,1,1,0,80.25,32.92,40.125,0,0,1,34,0,0,3
3,1,1,0,1,63.6,10.92,15.9,0,0,1,57,0,0,25
38,0,0,1,1,94.9,981.92,18.98,1,1,0,32,1,0,19
33,0,0,1,0,80.1,848.4300000000001,26.7,0,0,0,29,0,0,48
64,0,0,1,0,84.3,1937.28,21.075,0,0,0,34,0,0,12
72,0,0,1,0,105.55,599.76,15.078571428571427,4,1,0,22,1,0,59
71,0,0,0,1,91.05,674.5,10.116666666666667,3,1,0,26,0,0,76
9,1,1,1,0,102.6,210.78000000000003,14.657142857142857,8,1,1,32,1,0,30
49,1,0,1,0,103.7,2172.17,14.814285714285715,0,0,0,38,1,0,11
71,0,0,0,1,76.9,337.96,12.816666666666668,0,0,0,20,1,0,52
1,1,1,0,0,45.85,40.38,45.85,0,0,0,71,0,1,6
23,0,0,0,0,20.9,434.93,20.9,1,1,0,32,1,0,0
20,0,0,1,0,89.95,969.2,29.983333333333334,0,0,0,70,0,1,23
55,0,0,0,1,90.15,2610.3,10.016666666666667,8,1,0,20,0,0,53
29,0,0,0,0,51.6,1091.85,25.8,1,1,0,77,0,1,9
26,1,0,1,0,69.05,975.26,69.05,0,0,0,49,0,0,30
21,1,0,1,0,69.1,414.53999999999996,69.1,1,1,0,76,0,1,18
67,0,0,0,0,65.55,3332.58,13.11,0,0,0,29,0,0,41
15,1,0,0,0,20.05,568.5,20.05,3,1,0,57,1,0,0
70,0,0,1,1,84.6,74.9,21.15,3,1,0,45,0,0,21
4,0,1,0,0,19.95,27.44,19.95,0,0,0,47,0,0,0
55,0,0,0,0,19.15,1523.5,19.15,0,0,0,31,1,0,0
47,1,0,1,1,107.35,1773.7800000000002,15.335714285714285,1,1,0,43,0,0,7
5,1,1,0,1,51.0,200.15,25.5,0,0,0,22,1,0,52
49,0,0,0,1,74.45,367.99,12.408333333333333,0,0,0,58,0,0,13
16,1,0,0,0,69.1,223.84,11.516666666666666,0,0,0,46,1,0,18
2,1,1,1,0,100.2,45.12,16.7,0,0,1,49,0,0,15
1,1,1,1,0,68.95,21.65,68.95,1,1,1,64,0,0,13
36,0,0,0,0,31.05,0.0,15.525,0,0,0,61,0,0,27
47,0,0,0,0,60.0,0.0,8.571428571428571,1,1,0,37,1,0,25
11,1,1,0,0,64.9,149.16,16.225,0,0,0,42,0,0,17
62,1,0,1,0,89.8,1704.3799999999999,17.96,7,1,0,65,0,1,3
37,1,0,1,1,90.35,258.63,18.07,4,1,0,56,0,0,22
9,1,1,1,0,75.2,83.42999999999999,37.6,0,0,0,59,0,0,28
61,0,0,1,0,82.15,1619.55,27.383333333333336,4,1,0,66,0,1,2
3,1,1,1,0,91.85,131.16,18.369999999999997,0,0,0,53,0,0,21
4,1,1,1,0,73.75,193.92,24.583333333333332,5,1,0,25,0,0,58
32,1,0,0,1,76.3,1037.76,10.9,1,1,0,54,1,0,19
41,0,0,0,0,70.2,564.16,14.040000000000001,0,0,0,44,1,0,11
32,0,0,1,0,90.8,1172.8,18.16,6,1,0,29,1,0,69
27,0,0,0,0,56.2,71.00999999999999,18.733333333333334,0,0,0,19,1,0,59
52,0,0,1,1,91.6,937.04,18.32,3,1,0,61,0,0,3
50,0,0,0,1,75.5,1591.5,12.583333333333334,1,1,0,29,1,0,47
1,1,1,1,0,79.15,18.0,26.383333333333336,0,0,1,33,0,0,23
27,1,0,0,0,56.7,680.6700000000001,18.900000000000002,0,0,0,35,0,0,9
60,0,0,1,0,99.65,1008.5999999999999,16.608333333333334,0,0,0,38,0,0,21
71,0,0,0,0,24.4,1755.12,12.2,1,1,0,19,0,0,0
4,1,1,1,0,95.45,126.44,23.8625,0,0,1,74,0,1,2
72,0,0,1,1,114.05,418.32,12.672222222222222,4,1,0,56,1,0,29
71,0,0,1,0,100.55,2012.14,16.758333333333333,1,1,0,22,1,0,59
70,0,0,0,0,24.25,1997.8,12.125,1,1,0,36,0,0,0
34,0,0,0,1,79.95,180.88,11.421428571428573,0,0,0,40,0,0,23
52,0,0,1,0,105.1,1515.8,15.014285714285714,4,1,0,79,0,1,9
26,1,0,1,1,80.5,628.16,26.833333333333332,0,0,0,34,0,0,22
1,1,1,0,0,19.45,29.15,19.45,0,0,1,34,0,0,0
29,1,0,1,0,94.65,1174.21,18.93,1,1,0,43,0,0,15
41,0,0,1,1,102.6,1846.23,14.657142857142857,1,1,0,36,0,0,10
17,0,0,0,0,20.5,725.2199999999999,20.5,0,0,0,41,0,0,0
1,1,1,0,0,19.65,42.42,19.65,0,0,0,28,0,0,0
71,0,0,1,1,108.55,2269.87,13.56875,10,1,0,29,0,0,73
40,1,0,1,0,97.1,653.1999999999999,19.419999999999998,1,1,0,58,0,0,23
1,1,1,0,0,25.15,0.0,25.15,0,0,1,46,0,0,5
46,0,0,1,0,94.9,1017.9799999999999,18.98,0,0,0,31,0,0,22
54,0,0,1,0,100.05,1850.5800000000002,16.675,0,0,0,36,0,0,20
18,1,0,0,0,49.55,342.90000000000003,24.775,1,1,0,53,0,0,26
56,1,0,1,0,98.6,615.44,16.433333333333334,0,0,0,62,0,0,28
36,0,0,0,0,19.55,1487.8799999999999,19.55,0,0,0,47,0,0,0
12,0,1,0,0,19.8,132.48,19.8,10,1,0,45,0,0,0
5,1,1,1,0,83.15,209.14999999999998,27.71666666666667,0,0,0,68,0,1,25
71,0,0,0,1,90.55,2029.1799999999998,10.06111111111111,2,1,0,30,0,0,30
42,1,0,0,0,59.65,927.3599999999999,14.9125,0,0,0,27,0,0,26
54,0,0,0,0,18.95,1292.76,18.95,3,1,0,68,0,1,0
5,0,1,0,0,70.0,226.25,14.0,0,0,0,39,0,0,22
10,1,1,1,0,88.85,327.59999999999997,22.2125,8,1,0,45,1,0,51
71,0,0,0,1,85.45,1620.9299999999998,10.68125,9,1,0,35,1,0,53
29,0,0,1,1,100.55,1447.68,14.364285714285714,0,0,0,46,0,0,23
1,1,1,0,0,19.95,17.61,19.95,0,0,0,62,0,0,0
72,0,0,1,1,110.8,1141.2,15.828571428571427,8,1,0,69,0,1,2
16,1,0,1,0,74.75,208.64,37.375,0,0,0,35,0,0,16
9,1,1,0,1,54.8,400.14,18.266666666666666,2,1,0,43,1,0,24
72,0,0,1,1,110.1,1016.64,15.728571428571428,0,0,0,77,0,1,23
43,0,0,0,1,86.45,906.4399999999999,10.80625,6,1,0,64,0,0,14
28,0,0,1,1,92.9,765.52,18.580000000000002,1,1,0,35,0,0,16
1,1,1,0,0,25.8,0.0,25.8,0,0,0,76,0,1,26
61,0,0,0,0,80.9,1421.9099999999999,11.557142857142859,1,1,0,29,0,0,51
66,1,0,1,0,80.45,3008.94,26.816666666666666,0,0,0,72,0,1,24
16,1,0,1,0,85.35,158.88,28.45,1,1,0,66,0,1,27
66,0,0,1,1,96.6,2412.2999999999997,16.099999999999998,5,1,0,43,0,0,20
32,0,0,1,0,79.5,1555.84,39.75,0,0,0,74,0,1,12
20,1,0,1,0,89.0,361.0,22.25,1,1,0,35,0,0,5
8,0,1,0,0,19.9,387.12,19.9,5,1,1,26,0,0,0
51,0,0,1,0,86.35,1392.3,28.78333333333333,0,0,0,51,0,0,13
62,0,0,1,1,115.05,2284.0800000000004,12.783333333333333,0,0,0,39,0,0,13
63,0,0,1,0,91.35,3063.06,18.27,4,1,0,62,1,0,28
1,1,1,0,0,89.55,42.46,22.3875,0,0,1,38,0,0,27
72,0,0,1,1,98.2,1834.56,16.366666666666667,1,1,0,32,0,0,3
5,0,1,1,0,84.7,71.10000000000001,28.233333333333334,0,0,1,73,0,1,4
72,0,0,0,1,92.45,1855.44,11.55625,0,0,0,78,0,1,6
71,0,0,0,1,90.1,1585.4299999999998,10.011111111111111,2,1,0,30,0,0,71
42,0,0,0,0,19.05,1455.7199999999998,19.05,4,1,0,31,1,0,0
68,0,0,1,1,99.55,2635.0,16.591666666666665,9,1,0,38,1,0,28
72,0,0,0,0,23.55,133.92000000000002,11.775,1,1,0,46,0,0,0
16,1,0,1,0,98.75,242.56,19.75,1,1,0,69,0,1,7
13,1,0,0,0,30.15,0.0,15.075,0,0,0,50,1,0,19
6,0,1,1,0,80.8,101.22,26.933333333333334,4,1,0,75,0,1,17
67,0,0,1,1,118.35,1518.22,13.149999999999999,0,0,0,53,0,0,27
2,1,1,0,0,47.8,27.46,23.9,0,0,1,35,0,0,11
51,0,0,1,0,93.65,112.71,18.73,7,1,0,76,0,1,10
72,0,0,0,1,84.2,2724.4800000000005,10.525,10,1,0,45,1,0,53
1,1,1,0,0,20.1,4.11,20.1,0,0,0,25,0,0,0
36,1,0,1,0,95.4,1460.8799999999999,19.080000000000002,4,1,0,58,0,0,12
19,1,0,1,0,84.75,216.98,21.1875,0,0,0,29,0,0,41
47,0,0,0,1,39.65,0.0,9.9125,0,0,0,57,0,0,3
7,1,1,1,0,74.65,151.06,24.883333333333336,0,0,1,23,0,0,71
9,1,1,0,0,24.6,0.0,24.6,0,0,1,24,0,0,52
56,0,0,1,0,88.9,726.32,22.225,4,1,0,49,1,0,28
22,1,0,0,0,48.8,86.9,24.4,0,0,0,32,0,0,30
42,0,0,0,0,20.25,391.86,20.25,4,1,0,57,1,0,0
49,0,0,0,0,71.8,1229.9,10.257142857142856,9,1,0,47,0,0,30
26,0,0,0,0,60.7,445.12,20.233333333333334,2,1,0,76,0,1,17
7,1,1,0,1,81.25,85.12,11.607142857142858,4,1,0,38,0,0,9
66,0,0,1,1,110.9,653.4,15.842857142857143,0,0,0,69,0,1,25
28,1,0,1,0,74.9,1239.8400000000001,37.45,0,0,0,60,0,0,5
61,0,0,0,0,19.45,1580.51,19.45,0,0,0,24,0,0,0
67,0,0,0,0,19.95,1026.44,19.95,0,0,0,32,0,0,0
68,0,0,0,1,91.7,1064.2,10.18888888888889,10,1,0,45,0,0,5
27,1,0,1,0,75.5,286.2,37.75,1,1,0,75,0,1,23
2,1,1,1,0,93.85,38.54,23.4625,0,0,0,77,0,1,18
18,0,0,0,1,54.4,809.46,18.133333333333333,2,1,0,43,0,0,7
13,0,0,0,0,19.45,290.03,19.45,0,0,0,39,0,0,0
52,0,0,0,0,19.35,513.24,19.35,3,1,0,44,1,0,0
72,0,0,1,1,108.2,1021.68,13.525,10,1,0,21,0,0,71
1,1,1,0,0,24.8,0.0,12.4,4,1,1,29,0,0,29
71,0,0,0,1,87.95,643.26,9.772222222222222,7,1,0,46,0,0,30
7,1,1,0,0,48.7,35.91,24.35,1,1,0,61,0,0,4
72,0,0,0,1,89.75,1121.76,9.972222222222221,1,1,0,41,1,0,20
19,1,0,0,1,59.55,225.15,14.8875,0,0,0,40,0,0,18
51,1,0,0,0,49.65,0.0,9.93,0,0,0,21,0,0,42
34,0,0,1,1,116.25,761.94,12.916666666666666,0,0,0,64,0,0,13
57,0,0,0,1,41.1,0.0,10.275,0,0,0,44,0,0,24
9,0,1,0,0,24.1,0.0,24.1,1,1,1,53,0,0,15
34,0,0,1,1,96.35,483.82,19.27,0,0,0,79,0,1,13
62,0,0,0,0,23.75,2001.3600000000001,11.875,6,1,0,26,0,0,0
20,1,0,0,0,19.5,219.4,19.5,0,0,0,23,0,0,0
70,0,0,1,0,111.15,1620.5,13.89375,0,0,0,63,0,0,17
1,1,1,0,0,60.15,33.48,15.0375,0,0,1,19,0,0,59
13,0,0,0,0,19.55,548.99,19.55,1,1,0,21,1,0,0
38,0,0,0,1,60.0,0.0,8.571428571428571,5,1,0,47,0,0,25
7,1,1,1,0,98.05,64.75,16.341666666666665,0,0,1,32,0,0,29
5,1,1,1,0,75.55,176.1,25.183333333333334,0,0,0,20,0,0,58
53,0,0,1,1,110.5,354.03999999999996,13.8125,1,1,0,43,0,0,25
61,0,0,0,1,88.65,1194.3799999999999,11.08125,0,0,0,60,0,0,22
2,1,1,1,0,70.65,25.04,70.65,0,0,0,67,0,1,25
52,0,0,0,0,35.45,0.0,11.816666666666668,4,1,0,58,0,0,8
9,1,1,0,0,50.85,113.31,25.425,4,1,0,19,0,0,76
1,1,1,0,0,45.3,26.41,45.3,0,0,0,37,0,0,26
41,0,0,1,1,109.1,836.8100000000001,13.6375,3,1,0,28,1,0,59
2,1,1,1,0,71.3,13.48,71.3,0,0,1,53,0,0,3
25,0,0,1,1,99.3,123.50000000000001,16.55,0,0,0,21,0,0,51
20,0,0,0,0,76.0,305.79999999999995,12.666666666666666,7,1,0,21,1,0,59
70,0,0,0,0,45.25,0.0,15.083333333333334,0,0,0,79,0,1,20
9,1,1,1,0,80.8,183.06,26.933333333333334,0,0,0,39,0,0,7
3,1,1,0,1,50.5,79.14,25.25,0,0,0,45,0,0,25
6,1,1,0,0,26.35,229.68,13.175,0,0,1,21,1,0,0
72,0,0,0,0,19.75,1095.1200000000001,19.75,0,0,0,56,1,0,0
14,0,0,0,0,46.35,0.0,11.5875,0,0,0,71,0,1,5
20,1,0,1,0,89.4,610.4,22.35,0,0,0,48,0,0,21
46,0,0,1,0,94.15,1526.28,15.691666666666668,0,0,0,55,0,0,3
13,1,0,0,0,55.95,247.65,18.650000000000002,3,1,0,60,0,0,27
27,0,0,0,0,20.25,965.7900000000001,20.25,0,0,0,62,0,0,0
70,0,0,1,1,93.9,383.6,15.65,1,1,0,38,0,0,14
72,0,0,0,0,54.2,0.0,9.033333333333333,1,1,0,51,0,0,15
41,0,0,1,1,86.2,542.4300000000001,21.55,3,1,0,53,0,0,16
3,1,1,1,0,79.25,149.28,39.625,0,0,1,33,0,0,3
8,1,1,1,0,87.1,312.08,29.03333333333333,0,0,0,80,0,1,28
4,1,1,0,0,46.0,60.28,46.0,0,0,0,48,0,0,16
58,1,0,1,1,100.4,2745.7200000000003,16.733333333333334,8,1,0,72,0,1,28
44,1,0,1,0,92.95,1155.0,18.59,2,1,0,46,1,0,25
51,0,0,0,1,60.5,2406.18,15.125,4,1,0,56,0,0,12
72,0,0,1,1,111.9,3443.7599999999998,13.9875,1,1,0,32,0,0,27
23,0,0,0,0,19.65,572.24,19.65,2,1,0,62,0,0,0
6,0,1,0,0,20.1,150.3,20.1,4,1,1,52,1,0,0
36,1,0,1,0,97.35,882.36,19.47,3,1,0,39,0,0,27
55,1,0,1,0,103.65,1851.2999999999997,14.807142857142859,4,1,0,54,0,0,25
18,1,0,0,0,19.55,192.06,19.55,0,0,0,49,0,0,0
20,1,0,1,0,70.45,329.79999999999995,70.45,1,1,0,47,0,0,8
23,0,0,0,0,25.6,587.42,12.8,1,1,0,27,1,0,0
1,1,1,1,0,93.85,16.15,18.77,0,0,1,49,0,0,12
72,0,0,0,1,91.35,3183.12,10.149999999999999,0,0,0,47,0,0,22
15,0,0,0,0,20.35,699.6,20.35,10,1,0,44,1,0,0
56,0,0,1,0,99.8,2372.72,16.633333333333333,1,1,0,27,0,0,71
13,1,0,0,0,48.75,0.0,9.75,1,1,0,42,0,0,8
5,1,1,1,0,80.6,28.900000000000002,40.3,0,0,1,30,0,0,52
7,0,1,1,0,84.35,184.03,28.116666666666664,0,0,1,66,0,1,20
43,0,0,1,0,90.25,540.94,22.5625,0,0,0,65,0,1,26
